"Year","No.leaves","Stalk_Height","Leaf.length","No.umbels","umbel.diam","demo.note","proc.note","edited","plantid","Plot","trt","obs.alive","surv"
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3928_14_17B","14","drought",FALSE,TRUE
2021,2,NA,14,0,NA,"",NA,FALSE,"3928_14_17B","14","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3928_14_17B","14","drought",FALSE,TRUE
2023,1,NA,20,0,NA,"",NA,FALSE,"3928_14_17B","14","drought",TRUE,TRUE
2021,1,NA,10,0,NA,"",NA,FALSE,"3929_10_7C","10","drought",TRUE,TRUE
2022,2,NA,17,0,NA,"",NA,FALSE,"3929_10_7C","10","drought",TRUE,TRUE
2023,3,42,19,2,"SOS","",NA,FALSE,"3929_10_7C","10","drought",TRUE,TRUE
2016,3,NA,12.2,0,NA,"",NA,FALSE,"3930_1_8G","1","irrigated",TRUE,TRUE
2017,3,NA,16,0,NA,"",NA,FALSE,"3930_1_8G","1","irrigated",TRUE,TRUE
2018,4,22,17.5,2,"4.7","",NA,FALSE,"3930_1_8G","1","irrigated",TRUE,TRUE
2019,2,NA,13,0,NA,"",NA,FALSE,"3930_1_8G","1","irrigated",TRUE,TRUE
2020,1,NA,15.6,0,NA,"",NA,FALSE,"3930_1_8G","1","irrigated",TRUE,TRUE
2021,3,NA,21,0,NA,"",NA,FALSE,"3930_1_8G","1","irrigated",TRUE,TRUE
2022,5,46,17,3,"SOS","",NA,FALSE,"3930_1_8G","1","irrigated",TRUE,TRUE
2023,3,49,18,2,"SOS","",NA,FALSE,"3930_1_8G","1","irrigated",TRUE,TRUE
2016,3,NA,8.2,0,NA,"","fixed ycoor (was J)",TRUE,"3932_15_13H","15","drought",TRUE,TRUE
2017,2,NA,19,0,NA,"","fixed ycoor (was J)",TRUE,"3932_15_13H","15","drought",TRUE,TRUE
2018,NA,NA,NA,NA,NA,"no plant no tag","fixed ycoor (was J)",TRUE,"3932_15_13H","15","drought",FALSE,FALSE
2019,0,NA,NA,NA,NA,"found tag, no plant","fixed ycoor (was J)",TRUE,"3932_15_13H","15","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"","fixed ycoor (was J)",TRUE,"3932_15_13H","15","drought",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT","fixed ycoor (was J)",TRUE,"3932_15_13H","15","drought",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP, tag pulled","fixed ycoor (was J)",TRUE,"3932_15_13H","15","drought",FALSE,FALSE
2017,1,NA,7.5,0,NA,"",NA,FALSE,"3934_2_3H","2","control",TRUE,TRUE
2018,1,8,8,0,NA,"",NA,FALSE,"3934_2_3H","2","control",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3934_2_3H","2","control",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"no plant",NA,FALSE,"3934_2_3H","2","control",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT, maybe new tag 3964",NA,FALSE,"3934_2_3H","2","control",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3934_2_3H","2","control",FALSE,FALSE
2016,3,NA,9.5,0,NA,"",NA,FALSE,"3935_1_4I","1","irrigated",TRUE,TRUE
2017,2,NA,15,0,NA,"",NA,FALSE,"3935_1_4I","1","irrigated",TRUE,TRUE
2018,1,15.5,15.5,0,NA,"",NA,FALSE,"3935_1_4I","1","irrigated",TRUE,TRUE
2019,0,0,0,0,"0","NP","NA; survival imputed based on subsq. record",TRUE,"3935_1_4I","1","irrigated",FALSE,TRUE
2020,1,NA,12.1,0,NA,"",NA,FALSE,"3935_1_4I","1","irrigated",TRUE,TRUE
2021,2,NA,18,0,NA,"",NA,FALSE,"3935_1_4I","1","irrigated",TRUE,TRUE
2022,4,45,17,2,"SOS","",NA,FALSE,"3935_1_4I","1","irrigated",TRUE,TRUE
2023,4,34,22,2,"SOS","",NA,FALSE,"3935_1_4I","1","irrigated",TRUE,TRUE
2021,1,NA,9,0,NA,"",NA,FALSE,"3938_12_17F","12","irrigated",TRUE,TRUE
2022,1,NA,11.5,0,NA,"",NA,FALSE,"3938_12_17F","12","irrigated",TRUE,TRUE
2023,1,NA,11,0,NA,"",NA,FALSE,"3938_12_17F","12","irrigated",TRUE,TRUE
2016,3,NA,12,1,"1.2","",NA,FALSE,"3940_15_5I","15","drought",TRUE,TRUE
2017,5,NA,17,3,"4","",NA,FALSE,"3940_15_5I","15","drought",TRUE,TRUE
2018,2,16,12,1,"1.2","",NA,FALSE,"3940_15_5I","15","drought",TRUE,TRUE
2019,1,NA,15,0,NA,"",NA,FALSE,"3940_15_5I","15","drought",TRUE,TRUE
2020,1,NA,10.3,0,NA,"pulled out",NA,FALSE,"3940_15_5I","15","drought",TRUE,TRUE
2021,2,NA,20,0,NA,"",NA,FALSE,"3940_15_5I","15","drought",TRUE,TRUE
2022,1,NA,12.5,0,NA,"",NA,FALSE,"3940_15_5I","15","drought",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"3940_15_5I","15","drought",FALSE,FALSE
2017,5,NA,7,4,"2","",NA,FALSE,"3941_5_7B","5","drought",TRUE,TRUE
2018,1,10.5,10.5,0,NA,"",NA,FALSE,"3941_5_7B","5","drought",TRUE,TRUE
2019,1,NA,11,0,NA,"",NA,FALSE,"3941_5_7B","5","drought",TRUE,TRUE
2020,1,NA,8.8,0,NA,"",NA,FALSE,"3941_5_7B","5","drought",TRUE,TRUE
2021,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"3941_5_7B","5","drought",FALSE,TRUE
2022,5,NA,22,0,NA,"",NA,FALSE,"3941_5_7B","5","drought",TRUE,TRUE
2023,16,37,13.5,8,"SOS","",NA,FALSE,"3941_5_7B","5","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP. tagged in 2021 as a replacement for 3438 but actually it’s in a different spot. NP","NA; survival imputed based on subsq. record",TRUE,"3953_13_17A","13","control",FALSE,TRUE
2023,3,NA,17,0,NA,"",NA,FALSE,"3953_13_17A","13","control",TRUE,TRUE
2021,3,NA,18,0,NA,"",NA,FALSE,"3955_6_18G","6","irrigated",TRUE,TRUE
2022,5,26.5,18,1,"2","",NA,FALSE,"3955_6_18G","6","irrigated",TRUE,TRUE
2023,4,15,20,2,"SOS","",NA,FALSE,"3955_6_18G","6","irrigated",TRUE,TRUE
2021,1,NA,8,0,NA,"maybe old tag 3934 that was NPNT",NA,FALSE,"3964_2_3H","2","control",TRUE,TRUE
2022,0,NA,NA,NA,NA," NP. Separate from 3934",NA,FALSE,"3964_2_3H","2","control",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"3964_2_3H","2","control",FALSE,FALSE
2021,3,31,15,2,"SOS","",NA,FALSE,"3965_2_11A","2","control",TRUE,TRUE
2022,1,NA,23,0,NA,"",NA,FALSE,"3965_2_11A","2","control",TRUE,TRUE
2023,1,NA,17,0,NA,"",NA,FALSE,"3965_2_11A","2","control",TRUE,TRUE
2021,5,18,14,2,"4.5","",NA,FALSE,"3978_13_2F","13","control",TRUE,TRUE
2022,5,38,11,4,"SOS","",NA,FALSE,"3978_13_2F","13","control",TRUE,TRUE
2023,7,36,13.5,4,"SOS","",NA,FALSE,"3978_13_2F","13","control",TRUE,TRUE
2016,6,NA,7.3,2,"2.1","Leaves gone",NA,FALSE,"3980_13_0F","13","control",TRUE,TRUE
2017,6,NA,15,3,"3.5","",NA,FALSE,"3980_13_0F","13","control",TRUE,TRUE
2018,4,13,10,2,"4","",NA,FALSE,"3980_13_0F","13","control",TRUE,TRUE
2019,3,23,14,1,"4.5","",NA,FALSE,"3980_13_0F","13","control",TRUE,TRUE
2020,2,NA,12.5,0,NA,"could be 2 plants",NA,FALSE,"3980_13_0F","13","control",TRUE,TRUE
2021,2,NA,18,0,NA,"",NA,FALSE,"3980_13_0F","13","control",TRUE,TRUE
2022,4,39,22.5,2,"SOS","",NA,FALSE,"3980_13_0F","13","control",TRUE,TRUE
2023,4,38,12,2,"SOS","",NA,FALSE,"3980_13_0F","13","control",TRUE,TRUE
2017,2,NA,16,0,NA,"",NA,FALSE,"3981_7_0D","7","drought",TRUE,TRUE
2018,2,19,19,0,NA,"",NA,FALSE,"3981_7_0D","7","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3981_7_0D","7","drought",FALSE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3981_7_0D","7","drought",FALSE,TRUE
2021,1,NA,16.5,0,NA,"",NA,FALSE,"3981_7_0D","7","drought",TRUE,TRUE
2022,2,43,17.5,2,"SOS","",NA,FALSE,"3981_7_0D","7","drought",TRUE,TRUE
2023,1,38,14,1,"6","",NA,FALSE,"3981_7_0D","7","drought",TRUE,TRUE
2017,1,NA,8,0,NA,"",NA,FALSE,"3982_1_8B","1","irrigated",TRUE,TRUE
2018,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3982_1_8B","1","irrigated",FALSE,TRUE
2019,1,NA,8.5,0,NA,"yes plant",NA,FALSE,"3982_1_8B","1","irrigated",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"no plant",NA,FALSE,"3982_1_8B","1","irrigated",FALSE,FALSE
2021,0,NA,NA,NA,NA,"NP",NA,FALSE,"3982_1_8B","1","irrigated",FALSE,FALSE
2022,0,NA,NA,NA,NA,"NP. Tag pulled",NA,FALSE,"3982_1_8B","1","irrigated",FALSE,FALSE
2017,5,NA,12,1,"3.5","Yellow leaves",NA,FALSE,"3983_4_7I","4","irrigated",TRUE,TRUE
2018,3,20,17,1,"2.7","",NA,FALSE,"3983_4_7I","4","irrigated",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3983_4_7I","4","irrigated",FALSE,TRUE
2020,1,NA,16.3,0,NA,"",NA,FALSE,"3983_4_7I","4","irrigated",TRUE,TRUE
2021,2,NA,14,0,NA,"",NA,FALSE,"3983_4_7I","4","irrigated",TRUE,TRUE
2022,1,NA,13,0,NA,"",NA,FALSE,"3983_4_7I","4","irrigated",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"3983_4_7I","4","irrigated",FALSE,FALSE
2016,3,NA,1.5,1,"0.8","",NA,FALSE,"3984_5_15H","5","drought",TRUE,TRUE
2017,3,NA,10,1,"2.5","",NA,FALSE,"3984_5_15H","5","drought",TRUE,TRUE
2018,2,9,9,0,NA,"",NA,FALSE,"3984_5_15H","5","drought",TRUE,TRUE
2019,0,NA,NA,NA,NA,"no plant",NA,FALSE,"3984_5_15H","5","drought",FALSE,FALSE
2020,NA,NA,NA,NA,NA,"",NA,FALSE,"3984_5_15H","5","drought",FALSE,FALSE
2021,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"3984_5_15H","5","drought",FALSE,FALSE
2022,1,NA,18,0,NA,"","NA; tag modified for gap",TRUE,"3984b_5_15H","5","drought",TRUE,TRUE
2023,NA,NA,NA,NA,NA,"NPNT","NA; tag modified for gap",TRUE,"3984b_5_15H","5","drought",FALSE,FALSE
2016,3,NA,8,1,"4.4","",NA,FALSE,"3987_5_3H","5","drought",TRUE,TRUE
2017,3,NA,14.5,2,"3","",NA,FALSE,"3987_5_3H","5","drought",TRUE,TRUE
2018,2,11.5,11.5,0,NA,"",NA,FALSE,"3987_5_3H","5","drought",TRUE,TRUE
2019,1,NA,6,0,NA,"",NA,FALSE,"3987_5_3H","5","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","NA; survival imputed based on subsq. record",TRUE,"3987_5_3H","5","drought",FALSE,TRUE
2021,0,NA,NA,NA,NA,"NP","NA; survival imputed based on subsq. record",TRUE,"3987_5_3H","5","drought",FALSE,TRUE
2022,2,26,14,1,"4","",NA,FALSE,"3987_5_3H","5","drought",TRUE,TRUE
2023,3,42,13,2,"SOS","",NA,FALSE,"3987_5_3H","5","drought",TRUE,TRUE
2016,19,NA,5.2,2,"2.3","knocked over ",NA,FALSE,"3988_5_14C","5","drought",TRUE,TRUE
2017,4,NA,8,0,NA,"",NA,FALSE,"3988_5_14C","5","drought",TRUE,TRUE
2018,4,14,11,1,"2","",NA,FALSE,"3988_5_14C","5","drought",TRUE,TRUE
2019,1,NA,13,0,NA,"",NA,FALSE,"3988_5_14C","5","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","NA; survival imputed based on subsq. record",TRUE,"3988_5_14C","5","drought",FALSE,TRUE
2021,1,NA,11,0,NA,"",NA,FALSE,"3988_5_14C","5","drought",TRUE,TRUE
2022,6,32,19,2,"SOS","",NA,FALSE,"3988_5_14C","5","drought",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"3988_5_14C","5","drought",FALSE,FALSE
2017,1,NA,13,1,"2","","tag changed based on 2023 note (was 3396)",TRUE,"3989_13_17A","13","control",TRUE,TRUE
2018,3,8,8,0,NA,"","tag changed based on 2023 note (was 3396)",TRUE,"3989_13_17A","13","control",TRUE,TRUE
2019,2,15.5,13,1,"2.5","","tag changed based on 2023 note (was 3396)",TRUE,"3989_13_17A","13","control",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"","tag changed based on 2023 note (was 3396); survival imputed based on subsq. record",TRUE,"3989_13_17A","13","control",FALSE,TRUE
2021,1,NA,14,0,NA,"","tag changed based on 2023 note (was 3396)",TRUE,"3989_13_17A","13","control",TRUE,TRUE
2022,4,27,12,1,"3","duplicate, 2021 - tag changed to 3989 ","tag changed based on 2023 note (was 3396)",TRUE,"3989_13_17A","13","control",TRUE,TRUE
2023,2,NA,14,0,NA,"tag is 3989","tag changed based on 2023 note (was 3396)",TRUE,"3989_13_17A","13","control",TRUE,TRUE
2016,5,NA,6.5,1,"6","",NA,FALSE,"3994_7_9J","7","drought",TRUE,TRUE
2017,6,NA,14,2,"4.2","",NA,FALSE,"3994_7_9J","7","drought",TRUE,TRUE
2018,4,24,12,2,"4","",NA,FALSE,"3994_7_9J","7","drought",TRUE,TRUE
2019,6,9,17,3,"6","",NA,FALSE,"3994_7_9J","7","drought",TRUE,TRUE
2020,5,32.5,15.7,2,"SOS","",NA,FALSE,"3994_7_9J","7","drought",TRUE,TRUE
2021,3,26,14.5,2,"SOS","",NA,FALSE,"3994_7_9J","7","drought",TRUE,TRUE
2022,6,56,29,5,"SOS","",NA,FALSE,"3994_7_9J","7","drought",TRUE,TRUE
2023,3,56.5,23,3,"SOS","",NA,FALSE,"3994_7_9J","7","drought",TRUE,TRUE
2021,4,14,15,1,NA,"",NA,FALSE,"3997_13_12G","13","control",TRUE,TRUE
2022,2,NA,15,0,NA,"",NA,FALSE,"3997_13_12G","13","control",TRUE,TRUE
2023,4,35,19,3,"SOS","",NA,FALSE,"3997_13_12G","13","control",TRUE,TRUE
2016,10,NA,8.8,0,NA,"",NA,FALSE,"3998_5_3H","5","drought",TRUE,TRUE
2017,3,NA,14.5,0,NA,"",NA,FALSE,"3998_5_3H","5","drought",TRUE,TRUE
2018,1,14.5,14.5,0,NA,"",NA,FALSE,"3998_5_3H","5","drought",TRUE,TRUE
2019,1,NA,14.5,0,NA,"",NA,FALSE,"3998_5_3H","5","drought",TRUE,TRUE
2020,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"3998_5_3H","5","drought",FALSE,TRUE
2021,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"3998_5_3H","5","drought",FALSE,TRUE
2022,1,NA,22,0,NA,"",NA,FALSE,"3998_5_3H","5","drought",TRUE,TRUE
2023,1,NA,23,0,NA,"",NA,FALSE,"3998_5_3H","5","drought",TRUE,TRUE
2021,2,NA,14,0,NA,"",NA,FALSE,"5017_5_6H","5","drought",TRUE,TRUE
2022,1,NA,12.5,0,NA,"besides 3484",NA,FALSE,"5017_5_6H","5","drought",TRUE,TRUE
2023,2,30,16,1,"4.5","beside 3484",NA,FALSE,"5017_5_6H","5","drought",TRUE,TRUE
2021,2,11,10,1,"3","",NA,FALSE,"5021_5_5F","5","drought",TRUE,TRUE
2022,5,24,12.5,3,"SOS","",NA,FALSE,"5021_5_5F","5","drought",TRUE,TRUE
2023,3,37,12,2,"SOS","1 umbel dead",NA,FALSE,"5021_5_5F","5","drought",TRUE,TRUE
2021,2,NA,12,0,NA,"","tag mis-recorded as 2055",TRUE,"5022_5_8F","5","drought",TRUE,TRUE
2022,3,21,13,1,"3","Tag is 5022","tag mis-recorded as 2055",TRUE,"5022_5_8F","5","drought",TRUE,TRUE
2023,1,29,14,1,"4","tag is 5022","tag mis-recorded as 2055",TRUE,"5022_5_8F","5","drought",TRUE,TRUE
2021,1,NA,12,0,NA,"",NA,FALSE,"5026_5_3D","5","drought",TRUE,TRUE
2022,2,27,14,2,"SOS","",NA,FALSE,"5026_5_3D","5","drought",TRUE,TRUE
2023,3,26,17,2,"SOS","1 umbel dead, other eaten",NA,FALSE,"5026_5_3D","5","drought",TRUE,TRUE
2021,1,NA,19,0,NA,"",NA,FALSE,"5027_5_1H","5","drought",TRUE,TRUE
2022,2,NA,26,0,NA,"",NA,FALSE,"5027_5_1H","5","drought",TRUE,TRUE
2023,2,34,15,1,"4","",NA,FALSE,"5027_5_1H","5","drought",TRUE,TRUE
2021,1,NA,12,0,NA,"",NA,FALSE,"5029_5_2H","5","drought",TRUE,TRUE
2022,1,NA,10,0,NA,"next to 3998",NA,FALSE,"5029_5_2H","5","drought",TRUE,TRUE
2023,1,NA,13,0,NA,"next to 3998",NA,FALSE,"5029_5_2H","5","drought",TRUE,TRUE
2021,2,NA,16,0,NA,"",NA,FALSE,"5032_7_16D","7","drought",TRUE,TRUE
2022,4,48,22,2,"SOS","",NA,FALSE,"5032_7_16D","7","drought",TRUE,TRUE
2023,4,45,26,3,"SOS","2 umbels dead",NA,FALSE,"5032_7_16D","7","drought",TRUE,TRUE
2021,2,NA,8,0,NA,"",NA,FALSE,"5033_5_10I","5","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP ",NA,FALSE,"5033_5_10I","5","drought",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"5033_5_10I","5","drought",FALSE,FALSE
2021,1,NA,17,0,NA,"",NA,FALSE,"5034_5_10H","5","drought",TRUE,TRUE
2022,2,NA,17,0,NA,"",NA,FALSE,"5034_5_10H","5","drought",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"5034_5_10H","5","drought",FALSE,FALSE
2021,1,NA,12,0,NA,"",NA,FALSE,"5035_5_13G","5","drought",TRUE,TRUE
2022,0,NA,NA,NA,NA,"NP",NA,FALSE,"5035_5_13G","5","drought",FALSE,FALSE
2023,0,NA,NA,NA,NA,"NP. Tag pulled.",NA,FALSE,"5035_5_13G","5","drought",FALSE,FALSE
2021,1,NA,8,1,NA,"",NA,FALSE,"5036_5_11H","5","drought",TRUE,TRUE
2022,3,21,12,2,"SOS","definitely not 3807",NA,FALSE,"5036_5_11H","5","drought",TRUE,TRUE
2023,4,30,12,2,"SOS","definitely not 3807",NA,FALSE,"5036_5_11H","5","drought",TRUE,TRUE
2021,2,NA,14,0,NA,"",NA,FALSE,"5037_7_17E","7","drought",TRUE,TRUE
2022,2,37,23,1,"3","",NA,FALSE,"5037_7_17E","7","drought",TRUE,TRUE
2023,2,28,23,1,NA,"umbel dead. Not tracking phenology.",NA,FALSE,"5037_7_17E","7","drought",TRUE,TRUE
2021,1,NA,12.5,0,NA,"",NA,FALSE,"5038_7_17J","7","drought",TRUE,TRUE
2022,NA,NA,NA,NA,NA,"NPNT","NA; survival imputed based on subsq. record",TRUE,"5038_7_17J","7","drought",FALSE,TRUE
2023,4,51,24,1,"2","",NA,FALSE,"5038_7_17J","7","drought",TRUE,TRUE
2021,2,NA,14.5,0,NA,"",NA,FALSE,"5040_7_16D","7","drought",TRUE,TRUE
2022,1,22,23.5,1,NA,"dead umbel",NA,FALSE,"5040_7_16D","7","drought",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"5040_7_16D","7","drought",FALSE,FALSE
2021,1,NA,15,0,NA,"next to 3150",NA,FALSE,"5041_7_13G","7","drought",TRUE,TRUE
2022,1,NA,19,0,NA,"next to 3150",NA,FALSE,"5041_7_13G","7","drought",TRUE,TRUE
2023,1,37,20,1,"5","next to 3150",NA,FALSE,"5041_7_13G","7","drought",TRUE,TRUE
2021,1,NA,8.5,0,NA,"",NA,FALSE,"5042_5_19G","5","drought",TRUE,TRUE
2022,2,19,14.5,1,"3.5","",NA,FALSE,"5042_5_19G","5","drought",TRUE,TRUE
2023,3,23,9,2,"SOS","1 umbel dead",NA,FALSE,"5042_5_19G","5","drought",TRUE,TRUE
2021,1,NA,14,0,NA,"",NA,FALSE,"5043_5_15F","5","drought",TRUE,TRUE
2022,2,NA,20,0,NA,"",NA,FALSE,"5043_5_15F","5","drought",TRUE,TRUE
2023,2,28,5.5,2,"SOS","",NA,FALSE,"5043_5_15F","5","drought",TRUE,TRUE
2021,2,NA,12,0,NA,"",NA,FALSE,"5044_5_13B","5","drought",TRUE,TRUE
2022,4,20,9,2,"SOS","",NA,FALSE,"5044_5_13B","5","drought",TRUE,TRUE
2023,7,38,15,5,"SOS","",NA,FALSE,"5044_5_13B","5","drought",TRUE,TRUE
2021,3,21,14.5,1,"3","",NA,FALSE,"5045_5_12B","5","drought",TRUE,TRUE
2022,4,31.5,24,1,"2","",NA,FALSE,"5045_5_12B","5","drought",TRUE,TRUE
2023,5,33,19,3,"SOS","last umbel won't make seeds-- shrivelled",NA,FALSE,"5045_5_12B","5","drought",TRUE,TRUE
2021,1,12.5,15,1,"3","",NA,FALSE,"5047_7_9B","7","drought",TRUE,TRUE
2022,5,46,21.5,2,"SOS","",NA,FALSE,"5047_7_9B","7","drought",TRUE,TRUE
2023,3,38,20,2,"SOS","",NA,FALSE,"5047_7_9B","7","drought",TRUE,TRUE
2021,1,NA,13.5,0,NA,"",NA,FALSE,"5048_7_11E","7","drought",TRUE,TRUE
2022,2,41,21,1,"3.5","",NA,FALSE,"5048_7_11E","7","drought",TRUE,TRUE
2023,1,35,20,1,"3","",NA,FALSE,"5048_7_11E","7","drought",TRUE,TRUE
2021,1,NA,14,1,NA,"",NA,FALSE,"5049_7_2D","7","drought",TRUE,TRUE
2022,3,44,26,1,"5","",NA,FALSE,"5049_7_2D","7","drought",TRUE,TRUE
2023,5,27,17,4,"SOS","1 stalk broken (2 umbels broken)",NA,FALSE,"5049_7_2D","7","drought",TRUE,TRUE
2021,1,NA,12.5,0,NA,"",NA,FALSE,"5050_7_1A","7","drought",TRUE,TRUE
2022,2,38,22,1,"4","",NA,FALSE,"5050_7_1A","7","drought",TRUE,TRUE
2023,NA,36,NA,1,"6","leaves eaten off. Did not track phenology.",NA,FALSE,"5050_7_1A","7","drought",TRUE,TRUE
2017,2,NA,18,1,"2","","changed tag manually; was 3195 before 2021",TRUE,"5051_7_1F","7","drought",TRUE,TRUE
2018,3,17,18,1,"2.8","","changed tag manually; was 3195 before 2021",TRUE,"5051_7_1F","7","drought",TRUE,TRUE
2019,2,1.7,15.5,1,"2.5","","changed tag manually; was 3195 before 2021",TRUE,"5051_7_1F","7","drought",TRUE,TRUE
2020,0,NA,NA,NA,NA,"no plant","changed tag manually; was 3195 before 2021; survival imputed based on subsq. record",TRUE,"5051_7_1F","7","drought",FALSE,TRUE
2021,1,NA,13.5,0,NA,"new tag for 3915 in 1F",NA,FALSE,"5051_7_1F","7","drought",TRUE,TRUE
2022,3,47.5,22,2,"SOS","new tag for 3915, in 1F",NA,FALSE,"5051_7_1F","7","drought",TRUE,TRUE
2023,0,NA,NA,NA,NA,"new tag for 3915. NP.",NA,FALSE,"5051_7_1F","7","drought",FALSE,FALSE
2021,2,NA,16,0,NA,"",NA,FALSE,"5052_7_3J","7","drought",TRUE,TRUE
2022,2,NA,28,0,NA,"",NA,FALSE,"5052_7_3J","7","drought",TRUE,TRUE
2023,3,34,24,2,"SOS","1 umbel dead",NA,FALSE,"5052_7_3J","7","drought",TRUE,TRUE
2021,1,NA,15.5,0,NA,"",NA,FALSE,"5053_7_4J","7","drought",TRUE,TRUE
2022,2,35,17,1,"4","",NA,FALSE,"5053_7_4J","7","drought",TRUE,TRUE
2023,4,39,14,2,"SOS","1 umbel dead",NA,FALSE,"5053_7_4J","7","drought",TRUE,TRUE
2021,1,NA,17,0,NA,"",NA,FALSE,"5054_7_11J","7","drought",TRUE,TRUE
2022,2,47.5,29,1,"4.5","",NA,FALSE,"5054_7_11J","7","drought",TRUE,TRUE
2023,4,58,33,2,"SOS","stalks are same height",NA,FALSE,"5054_7_11J","7","drought",TRUE,TRUE
2021,1,NA,21,0,NA,"",NA,FALSE,"5055_7_12J","7","drought",TRUE,TRUE
2022,NA,NA,NA,NA,NA,"NPNT",NA,FALSE,"5055_7_12J","7","drought",FALSE,FALSE
2023,NA,NA,NA,NA,NA,"NPNT > 2 years",NA,FALSE,"5055_7_12J","7","drought",FALSE,FALSE
2021,1,NA,24,0,NA,"",NA,FALSE,"5056_7_14J","7","drought",TRUE,TRUE
2022,2,51,20,2,"SOS","",NA,FALSE,"5056_7_14J","7","drought",TRUE,TRUE
2023,2,34,28,2,"SOS","",NA,FALSE,"5056_7_14J","7","drought",TRUE,TRUE
2016,8,NA,14,2,"1.8","",NA,FALSE,"6157_15_0J","15","drought",TRUE,TRUE
2022,2,NA,19,0,NA,"",NA,FALSE,"7501_5_3C","5","drought",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"7501_5_3C","5","drought",FALSE,FALSE
2023,1,NA,14,0,NA,"",NA,FALSE,"7502_3_5F","3","control",TRUE,TRUE
2022,1,NA,21,0,NA,"",NA,FALSE,"7505_1_16D","1","irrigated",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"7505_1_16D","1","irrigated",FALSE,FALSE
2022,2,NA,14,0,NA,"",NA,FALSE,"7507_12_16F","12","irrigated",TRUE,TRUE
2023,1,NA,11,0,NA,"",NA,FALSE,"7507_12_16F","12","irrigated",TRUE,TRUE
2022,1,NA,13,0,NA,"",NA,FALSE,"7509_4_18I","4","irrigated",TRUE,TRUE
2023,0,NA,NA,NA,NA,"NP",NA,FALSE,"7509_4_18I","4","irrigated",FALSE,FALSE
2022,1,NA,14,0,NA,"",NA,FALSE,"7510_4_17G","4","irrigated",TRUE,TRUE
2023,2,NA,20,0,NA,"",NA,FALSE,"7510_4_17G","4","irrigated",TRUE,TRUE
2022,1,NA,13,0,NA,"may be 3417?",NA,FALSE,"7511_12_18F","12","irrigated",TRUE,TRUE
2023,2,NA,11,0,NA,"",NA,FALSE,"7511_12_18F","12","irrigated",TRUE,TRUE
2022,2,NA,19.5,0,NA,"",NA,FALSE,"7512_5_2G","5","drought",TRUE,TRUE
2023,1,24,19,1,NA,"dead umbel",NA,FALSE,"7512_5_2G","5","drought",TRUE,TRUE
2022,1,NA,18,0,NA,"",NA,FALSE,"7513_10_4C","10","drought",TRUE,TRUE
2023,1,NA,20,0,NA,"",NA,FALSE,"7513_10_4C","10","drought",TRUE,TRUE
2022,1,NA,15,0,NA,"",NA,FALSE,"7514_13_17G","13","control",TRUE,TRUE
2023,1,30.5,15,1,"5.5","",NA,FALSE,"7514_13_17G","13","control",TRUE,TRUE
2023,1,NA,7,0,NA,"",NA,FALSE,"7515_1_9B","1","irrigated",TRUE,TRUE
